coc_code,coc_name,state_code,poverty_rate,eviction_rate,eviction_filing_rate,median_household_income,median_gross_rent,rent_burden,median_property_value
ak-500,anchorage coc,ak,6.228909090909091,NA,3.111090909090909,80523.18181818182,1329.9454545454546,28.485454545454544,292778.8461538461
ak-501,alaska balance of state coc,ak,8.72009009009009,NA,0.9984545454545455,65473.833333333336,1032.0550458715597,26.88348623853211,208866.98113207548
al-500,"birmingham/jefferson, st. clair, shelby counties coc",al,15.848125,0.5639732142857142,4.611473214285715,51783.793721973096,875.3119266055046,33.08715596330275,161337.66816143497
al-501,mobile city & county/baldwin county coc,al,18.47696551724138,12.223241379310345,21.26041379310345,42110.65277777778,804.7762237762238,34.75486111111111,130554.92957746479
al-502,florence/northwest alabama coc,al,15.993768115942029,1.1657971014492754,1.7268115942028985,38316.10144927536,584.7246376811594,29.195652173913043,97386.95652173914
al-503,huntsville/north alabama coc,al,13.448706896551725,1.385258620689655,3.555862068965517,54228.81034482759,816.0973451327434,29.25862068965517,146940.86956521738
al-504,montgomery city & county coc,al,17.97909090909091,3.804949494949495,5.78989898989899,46596.19191919192,808.3163265306123,32.93469387755102,127972.91666666667
al-506,tuscaloosa city & county coc,al,16.920425531914894,2.387021276595745,3.5938297872340423,45824.04255319149,828.6086956521739,32.64565217391304,166204.25531914894
al-507,alabama balance of state coc,al,18.144271099744245,1.243050397877984,2.09342175066313,36674.46291560102,611.3333333333334,30.718251928020564,97704.37017994859
ar-500,little rock/central arkansas coc,ar,12.596814814814815,NA,1.3865925925925926,49624.92537313433,786.3587786259542,30.438805970149254,136537.12121212122
ar-501,fayetteville/northwest arkansas coc,ar,11.270549450549451,NA,0.7469230769230769,52576.03296703297,789.7692307692307,27.417582417582416,151375.82417582418
ar-503,arkansas balance of state coc,ar,17.142277227722772,NA,0.6102970297029703,39466.30845771144,654.88,30.545,100420.89552238806
ar-504,delta hills coc,ar,16.533516483516483,NA,0.25846153846153846,35162.043956043955,563.3296703296703,30.304395604395605,84748.35164835164
ar-505,southeast arkansas coc,ar,19.895,NA,0.14563829787234042,35304.215053763444,607.5913978494624,30.34193548387097,72856.98924731182
ar-512,"boone, baxter, marion, newton counties coc",ar,13.07409090909091,NA,0.42363636363636364,36029.36363636364,595.7272727272727,31.06818181818182,111936.36363636363
az-500,arizona balance of state coc,az,16.608695652173914,0.46772277227722775,0.5021782178217822,42634.15934065934,823.319209039548,29.684313725490195,136259.3837535014
az-501,tucson/pima county coc,az,14.144688796680498,4.118205128205128,6.252692307692308,50244.875,945.7341772151899,31.3609243697479,174171.5481171548
az-502,"phoenix, mesa/maricopa county coc",az,14.118713195201744,NA,NA,59920.12168141593,1135.518477043673,30.422888888888888,201924.55245535713
ca-500,san jose/santa clara city & county coc,ca,6.926478494623656,0.3471236559139785,0.3569623655913979,101287.70161290323,1862.0027100271002,30.458333333333332,746337.621253406
ca-501,san francisco coc,ca,8.184307692307693,0.22964102564102565,0.5181025641025641,85014.00515463918,1632.5773195876288,29.12205128205128,857057.4751381215
ca-502,"oakland, berkeley/alameda county coc",ca,9.526055555555555,0.593,0.9870833333333333,82248.725,1537.2028169014084,31.23988764044944,531256.7443820224
ca-503,sacramento city & county coc,ca,14.41558359621451,2.109305993690852,2.4133753943217666,59828.46056782334,1157.2698412698412,33.481587301587304,252741.93548387097
ca-504,"santa rosa, petaluma/sonoma county coc",ca,7.6180808080808085,NA,NA,67265.47474747474,1400.6969696969697,33.20909090909091,455577.77777777775
ca-505,richmond/contra costa county coc,ca,8.139951923076923,0.40057692307692305,0.475625,88961.71014492754,1675.0341463414634,32.83671497584541,472862.3188405797
ca-506,"salinas/monterey, san benito counties coc",ca,12.90471153846154,0.5955769230769231,0.6149038461538462,64005.450980392154,1377.549019607843,33.331372549019605,407435.05154639174
ca-507,marin county coc,ca,5.283636363636364,NA,NA,99895.68518518518,1865.3703703703704,31.81111111111111,889433.3703703703
ca-508,watsonville/santa cruz city & county coc,ca,8.68576923076923,0.39576923076923076,0.40134615384615385,71400,1508.5384615384614,35.36730769230769,568590.3846153846
ca-509,mendocino county coc,ca,13.5445,0.5135,0.563,43982.6,984.45,36.375,331620
ca-510,"turlock, modesto/stanislaus county coc",ca,17.558617021276596,NA,NA,48831.98936170213,1005.0744680851063,35.07446808510638,185015.95744680852
ca-511,stockton/san joaquin county coc,ca,17.471870503597124,NA,NA,52150,1096.8345323741007,34.60575539568345,201707.91366906476
ca-512,daly city/san mateo county coc,ca,4.992038216560509,0.3348407643312102,0.43707006369426754,105279.7564102564,1904.3589743589744,30.26025641025641,853101.3397435897
ca-513,"visalia/kings, tulare counties coc",ca,22.26495238095238,1.3807619047619049,1.4819047619047618,44029.41176470588,874.343137254902,32.72941176470588,158455.44554455444
ca-514,fresno city & county/madera county coc,ca,22.551990950226244,1.789683257918552,1.8255203619909501,49184.045454545456,1000.4063926940639,34.45045454545455,187140.27777777778
ca-515,"roseville, rocklin/placer, nevada counties coc",ca,7.001047619047619,0.5567058823529412,0.6315294117647059,72400.41346153847,1390.1941747572816,33.590384615384615,370953.8461538461
ca-516,"redding/shasta, siskiyou, lassen, plumas, del norte, modoc, sierra counties coc",ca,12.589666666666666,1.1818461538461538,1.2755384615384615,45150.77777777778,914.3333333333334,35.50555555555555,200158.88888888888
ca-517,napa city & county coc,ca,6.5185,0.515,0.59825,76263.28205128205,1549.3846153846155,31.697499999999998,537323.0769230769
ca-518,vallejo/solano county coc,ca,11.2853125,1.7397916666666666,2.1546875,68252.67021276595,1424.9574468085107,34.68829787234043,269739.1304347826
ca-519,"chico, paradise/butte county coc",ca,14.920392156862745,NA,NA,45160.41176470588,945.9215686274509,36.02156862745098,219147.0588235294
ca-520,merced city & county coc,ca,23.36265306122449,1.7063265306122448,1.723469387755102,42982.204081632655,872.1836734693877,33.59183673469388,172864.58333333334
ca-521,"davis, woodland/yolo county coc",ca,10.45780487804878,0.6351219512195122,0.9536585365853658,60339.26829268293,1229.560975609756,35.729268292682924,378831.7073170732
ca-522,humboldt county coc,ca,12.535666666666666,NA,NA,42884.333333333336,928.6,36,283816.6666666667
ca-523,"colusa, glenn, trinity counties coc",ca,12.514375,0.976875,1.0825,42881.0625,804.1875,31.075,229800
ca-524,yuba city & county/sutter county coc,ca,17.33742857142857,NA,NA,50590.2,998.3428571428572,33.691428571428574,181135.29411764705
ca-525,el dorado county coc,ca,6.761627906976744,0.815813953488372,1.205813953488372,74302.59523809524,1279,32.83170731707317,364095.2380952381
ca-526,"tuolumne, amador, calaveras, mariposa counties coc",ca,8.233888888888888,0.40375,0.40375,52696,1014.4117647058823,33.58,254920
ca-527,tehama county coc,ca,13.63,2.4309090909090907,2.7945454545454544,42750,875.7272727272727,33.57272727272727,176409.0909090909
ca-529,lake county coc,ca,18.402666666666665,2.6433333333333335,2.964,37106.53333333333,945.8,40.74666666666667,152920
ca-530,"alpine, inyo, mono counties coc",ca,5.2909999999999995,0.05,0.05,55091.5,989.7,27.72,267560
ca-600,los angeles city & county coc,ca,15.342011121408712,0.7122484932777005,0.7299397311080204,61162.549812030076,1385.2726410621146,36.33126177024482,482486.7067961165
ca-601,san diego city and county coc,ca,10.929298245614035,0.6398564593301436,0.9374960127591706,69356.30112721417,1520.892857142857,34.46457326892109,451256.5375816993
ca-602,"santa ana, anaheim/orange county coc",ca,9.127598627787307,0.679073756432247,0.6927444253859348,81480.08620689655,1739.1961805555557,34.68756476683938,570295.2931937173
ca-603,santa maria/santa barbara county coc,ca,10.248555555555555,NA,NA,68828.36046511628,1524.6206896551723,33.791954022988506,571102.4512195121
ca-604,bakersfield/kern county coc,ca,19.705629139072848,NA,NA,51079.308219178085,996.9387755102041,32.42721088435374,155550
ca-606,long beach coc,ca,15.906428571428572,2.6292857142857144,2.776964285714286,56445.90476190476,1251.4,34.25660377358491,412367.96116504853
ca-607,pasadena coc,ca,9.34,0.5721212121212121,0.5957575757575757,78835.15151515152,1536.1515151515152,32.22121212121212,601948.4848484849
ca-608,riverside city & county coc,ca,13.841743929359824,2.3392273730684328,2.6886975717439294,58815.153333333335,1346.080357142857,35.771714922049,247206.6815144766
ca-609,san bernardino city & county coc,ca,16.454959349593494,NA,NA,55114.85792349727,1236.7671232876712,35.86748633879782,233699.17127071825
ca-611,"oxnard, san buenaventura/ventura county coc",ca,8.412068965517241,NA,NA,80670.91279069768,1695.5529411764705,35.06432748538012,477056.8047337278
ca-612,glendale coc,ca,11.24575,0.47925,0.492,61860.175,1482.95,37.2175,526702.5
ca-613,imperial county coc,ca,20.829677419354837,NA,NA,43476.566666666666,812.4333333333333,32.70666666666666,137183.87096774194
ca-614,san luis obispo county coc,ca,8.984716981132076,NA,NA,61628.72549019608,1320.2115384615386,34.74230769230769,486301.96078431373
co-500,colorado balance of state coc,co,10.409304932735425,1.267012987012987,2.0708766233766234,54915.55125284738,946.9671361502348,31.147795823665895,233029.6551724138
co-503,metropolitan denver coc,co,8.483770491803279,2.7035213675213674,5.453418803418804,72512.4954819277,1241.6304347826087,30.879357798165138,299421.7987804878
co-504,colorado springs/el paso county coc,co,9.64676923076923,3.0787692307692307,5.1989230769230765,60609.671875,1072.3125,30.612403100775193,222069.35483870967
