coc_code,state_code,coc_name,tract_fips,zillow_cluster_num
al-504,al,montgomery city & county coc,01001020100,1
al-504,al,montgomery city & county coc,01001020200,1
al-504,al,montgomery city & county coc,01001020300,1
al-504,al,montgomery city & county coc,01001020400,1
al-504,al,montgomery city & county coc,01001020500,1
al-504,al,montgomery city & county coc,01001020600,1
al-504,al,montgomery city & county coc,01001020700,1
al-504,al,montgomery city & county coc,01001020801,1
al-504,al,montgomery city & county coc,01001020802,1
al-504,al,montgomery city & county coc,01001020900,1
al-504,al,montgomery city & county coc,01001021000,1
al-504,al,montgomery city & county coc,01001021100,1
al-501,al,mobile city & county/baldwin county coc,01003010100,1
al-501,al,mobile city & county/baldwin county coc,01003010200,1
al-501,al,mobile city & county/baldwin county coc,01003010300,1
al-501,al,mobile city & county/baldwin county coc,01003010400,1
al-501,al,mobile city & county/baldwin county coc,01003010500,1
al-501,al,mobile city & county/baldwin county coc,01003010600,1
al-501,al,mobile city & county/baldwin county coc,01003010701,1
al-501,al,mobile city & county/baldwin county coc,01003010703,1
al-501,al,mobile city & county/baldwin county coc,01003010704,1
al-501,al,mobile city & county/baldwin county coc,01003010705,1
al-501,al,mobile city & county/baldwin county coc,01003010800,1
al-501,al,mobile city & county/baldwin county coc,01003010903,1
al-501,al,mobile city & county/baldwin county coc,01003010904,1
al-501,al,mobile city & county/baldwin county coc,01003010905,1
al-501,al,mobile city & county/baldwin county coc,01003010906,1
al-501,al,mobile city & county/baldwin county coc,01003011000,1
al-501,al,mobile city & county/baldwin county coc,01003011101,1
al-501,al,mobile city & county/baldwin county coc,01003011102,1
al-501,al,mobile city & county/baldwin county coc,01003011201,1
al-501,al,mobile city & county/baldwin county coc,01003011202,1
al-501,al,mobile city & county/baldwin county coc,01003011300,1
al-501,al,mobile city & county/baldwin county coc,01003011401,1
al-501,al,mobile city & county/baldwin county coc,01003011403,1
al-501,al,mobile city & county/baldwin county coc,01003011405,1
al-501,al,mobile city & county/baldwin county coc,01003011406,1
al-501,al,mobile city & county/baldwin county coc,01003011407,1
al-501,al,mobile city & county/baldwin county coc,01003011408,1
al-501,al,mobile city & county/baldwin county coc,01003011501,1
al-501,al,mobile city & county/baldwin county coc,01003011502,1
al-501,al,mobile city & county/baldwin county coc,01003011601,1
al-501,al,mobile city & county/baldwin county coc,01003011602,1
al-507,al,alabama balance of state coc,01005950100,1
al-507,al,alabama balance of state coc,01005950200,1
al-507,al,alabama balance of state coc,01005950300,1
al-507,al,alabama balance of state coc,01005950400,1
al-507,al,alabama balance of state coc,01005950500,1
al-507,al,alabama balance of state coc,01005950600,1
al-507,al,alabama balance of state coc,01005950700,1
al-507,al,alabama balance of state coc,01005950800,1
al-507,al,alabama balance of state coc,01005950900,1
al-507,al,alabama balance of state coc,01007010001,1
al-507,al,alabama balance of state coc,01007010002,1
al-507,al,alabama balance of state coc,01007010003,1
al-507,al,alabama balance of state coc,01007010004,1
al-507,al,alabama balance of state coc,01009050101,1
al-507,al,alabama balance of state coc,01009050102,1
al-507,al,alabama balance of state coc,01009050200,1
al-507,al,alabama balance of state coc,01009050300,1
al-507,al,alabama balance of state coc,01009050400,1
al-507,al,alabama balance of state coc,01009050500,1
al-507,al,alabama balance of state coc,01009050601,1
al-507,al,alabama balance of state coc,01009050602,1
al-507,al,alabama balance of state coc,01009050700,1
al-504,al,montgomery city & county coc,01011952100,1
al-504,al,montgomery city & county coc,01011952200,1
al-504,al,montgomery city & county coc,01011952500,1
al-507,al,alabama balance of state coc,01013952700,1
al-507,al,alabama balance of state coc,01013952800,1
al-507,al,alabama balance of state coc,01013952900,1
al-507,al,alabama balance of state coc,01013953000,1
al-507,al,alabama balance of state coc,01013953100,1
al-507,al,alabama balance of state coc,01013953200,1
al-507,al,alabama balance of state coc,01013953300,1
al-507,al,alabama balance of state coc,01013953400,1
al-507,al,alabama balance of state coc,01013953500,1
al-507,al,alabama balance of state coc,01015001100,1
al-507,al,alabama balance of state coc,01015001500,1
al-507,al,alabama balance of state coc,01015002000,1
al-507,al,alabama balance of state coc,01017953800,1
al-507,al,alabama balance of state coc,01017953900,1
al-507,al,alabama balance of state coc,01017954000,1
al-507,al,alabama balance of state coc,01017954200,1
al-507,al,alabama balance of state coc,01017954300,1
al-507,al,alabama balance of state coc,01017954400,1
al-507,al,alabama balance of state coc,01017954500,1
al-507,al,alabama balance of state coc,01017954600,1
al-507,al,alabama balance of state coc,01017954700,1
al-507,al,alabama balance of state coc,01021060101,1
al-507,al,alabama balance of state coc,01021060102,1
al-507,al,alabama balance of state coc,01021060200,1
al-507,al,alabama balance of state coc,01021060300,1
al-507,al,alabama balance of state coc,01021060401,1
al-507,al,alabama balance of state coc,01021060402,1
al-507,al,alabama balance of state coc,01021060500,1
al-507,al,alabama balance of state coc,01021060600,1
al-507,al,alabama balance of state coc,01021060700,1
al-507,al,alabama balance of state coc,01023956700,1
al-507,al,alabama balance of state coc,01023956800,1
al-507,al,alabama balance of state coc,01023956900,1
al-507,al,alabama balance of state coc,01023957000,1
al-507,al,alabama balance of state coc,01025957500,1
al-507,al,alabama balance of state coc,01025957601,1
al-507,al,alabama balance of state coc,01025957602,1
al-507,al,alabama balance of state coc,01025957700,1
al-507,al,alabama balance of state coc,01025957800,1
al-507,al,alabama balance of state coc,01025957901,1
al-507,al,alabama balance of state coc,01025957902,1
al-507,al,alabama balance of state coc,01025958001,1
al-507,al,alabama balance of state coc,01025958002,1
al-507,al,alabama balance of state coc,01027958900,1
al-507,al,alabama balance of state coc,01027959000,1
al-507,al,alabama balance of state coc,01027959100,1
al-507,al,alabama balance of state coc,01027959200,1
al-507,al,alabama balance of state coc,01029959500,1
al-507,al,alabama balance of state coc,01029959600,1
al-507,al,alabama balance of state coc,01029959700,1
al-507,al,alabama balance of state coc,01029959800,1
al-507,al,alabama balance of state coc,01031010100,1
al-507,al,alabama balance of state coc,01031010200,1
al-507,al,alabama balance of state coc,01031010300,1
al-507,al,alabama balance of state coc,01031010400,1
al-507,al,alabama balance of state coc,01031010500,1
al-507,al,alabama balance of state coc,01031010600,1
al-507,al,alabama balance of state coc,01031010700,1
al-507,al,alabama balance of state coc,01031010800,1
al-507,al,alabama balance of state coc,01031010900,1
al-507,al,alabama balance of state coc,01031011000,1
al-507,al,alabama balance of state coc,01031011100,1
al-507,al,alabama balance of state coc,01031011201,1
al-507,al,alabama balance of state coc,01031011202,1
al-507,al,alabama balance of state coc,01031011300,1
al-502,al,florence/northwest alabama coc,01033020100,1
al-502,al,florence/northwest alabama coc,01033020200,1
al-502,al,florence/northwest alabama coc,01033020300,1
al-502,al,florence/northwest alabama coc,01033020400,1
al-502,al,florence/northwest alabama coc,01033020500,1
al-502,al,florence/northwest alabama coc,01033020600,1
al-502,al,florence/northwest alabama coc,01033020701,1
al-502,al,florence/northwest alabama coc,01033020703,1
al-502,al,florence/northwest alabama coc,01033020704,1
al-502,al,florence/northwest alabama coc,01033020801,1
al-502,al,florence/northwest alabama coc,01033020802,1
al-502,al,florence/northwest alabama coc,01033020901,1
al-502,al,florence/northwest alabama coc,01033020902,1
al-502,al,florence/northwest alabama coc,01033021000,1
al-507,al,alabama balance of state coc,01035960200,1
al-507,al,alabama balance of state coc,01035960300,1
al-507,al,alabama balance of state coc,01035960400,1
al-507,al,alabama balance of state coc,01035960500,1
al-507,al,alabama balance of state coc,01035960600,1
al-507,al,alabama balance of state coc,01037961000,1
al-507,al,alabama balance of state coc,01037961100,1
al-507,al,alabama balance of state coc,01037961200,1
al-507,al,alabama balance of state coc,01039961600,1
al-507,al,alabama balance of state coc,01039961700,1
al-507,al,alabama balance of state coc,01039961800,1
al-507,al,alabama balance of state coc,01039961900,1
al-507,al,alabama balance of state coc,01039962000,1
al-507,al,alabama balance of state coc,01039962100,1
al-507,al,alabama balance of state coc,01039962300,1
al-507,al,alabama balance of state coc,01039962400,1
al-507,al,alabama balance of state coc,01039962500,1
al-507,al,alabama balance of state coc,01039962600,1
al-507,al,alabama balance of state coc,01039962700,1
al-507,al,alabama balance of state coc,01039962800,1
al-507,al,alabama balance of state coc,01039962900,1
al-507,al,alabama balance of state coc,01039963000,1
al-507,al,alabama balance of state coc,01041963400,1
al-507,al,alabama balance of state coc,01041963500,1
al-507,al,alabama balance of state coc,01041963600,1
al-507,al,alabama balance of state coc,01041963700,1
al-507,al,alabama balance of state coc,01041963800,1
al-507,al,alabama balance of state coc,01041963900,1
al-507,al,alabama balance of state coc,01043964100,1
al-507,al,alabama balance of state coc,01043964200,1
al-507,al,alabama balance of state coc,01043964300,1
al-507,al,alabama balance of state coc,01043964400,1
al-507,al,alabama balance of state coc,01043964500,1
al-507,al,alabama balance of state coc,01043964600,1
al-507,al,alabama balance of state coc,01043964700,1
al-507,al,alabama balance of state coc,01043964800,1
al-507,al,alabama balance of state coc,01043964900,1
al-507,al,alabama balance of state coc,01043965000,1
al-507,al,alabama balance of state coc,01043965100,1
al-507,al,alabama balance of state coc,01043965200,1
al-507,al,alabama balance of state coc,01043965300,1
al-507,al,alabama balance of state coc,01043965401,1
al-507,al,alabama balance of state coc,01043965402,1
al-507,al,alabama balance of state coc,01043965500,1
al-507,al,alabama balance of state coc,01043965600,1
al-507,al,alabama balance of state coc,01043965700,1
al-507,al,alabama balance of state coc,01045020000,1
al-507,al,alabama balance of state coc,01045020100,1
al-507,al,alabama balance of state coc,01045020200,1
al-507,al,alabama balance of state coc,01045020300,1
al-507,al,alabama balance of state coc,01045020400,1
al-507,al,alabama balance of state coc,01045020500,1
al-507,al,alabama balance of state coc,01045020700,1
al-507,al,alabama balance of state coc,01045020801,1
al-507,al,alabama balance of state coc,01045020802,1
al-507,al,alabama balance of state coc,01045021101,1
al-507,al,alabama balance of state coc,01045021102,1
al-507,al,alabama balance of state coc,01045021200,1
al-507,al,alabama balance of state coc,01045021300,1
al-507,al,alabama balance of state coc,01045021400,1
al-507,al,alabama balance of state coc,01047956100,1
al-507,al,alabama balance of state coc,01047956201,1
al-507,al,alabama balance of state coc,01047956202,1
al-507,al,alabama balance of state coc,01047956300,1
al-507,al,alabama balance of state coc,01047956400,1
al-507,al,alabama balance of state coc,01047956500,1
al-507,al,alabama balance of state coc,01047956600,1
al-507,al,alabama balance of state coc,01047956701,1
al-507,al,alabama balance of state coc,01047956702,1
al-507,al,alabama balance of state coc,01047956800,1
al-507,al,alabama balance of state coc,01047956900,1
al-507,al,alabama balance of state coc,01047957000,1
al-507,al,alabama balance of state coc,01047957100,1
al-507,al,alabama balance of state coc,01047957200,1
al-507,al,alabama balance of state coc,01047957300,1
al-507,al,alabama balance of state coc,01049960500,1
al-507,al,alabama balance of state coc,01049960600,1
al-504,al,montgomery city & county coc,01051030100,1
al-504,al,montgomery city & county coc,01051030200,1
al-504,al,montgomery city & county coc,01051030300,1
al-504,al,montgomery city & county coc,01051030400,1
al-504,al,montgomery city & county coc,01051030500,1
al-504,al,montgomery city & county coc,01051030600,1
al-504,al,montgomery city & county coc,01051030701,1
al-504,al,montgomery city & county coc,01051030702,1
al-504,al,montgomery city & county coc,01051030800,1
al-504,al,montgomery city & county coc,01051030901,1
al-504,al,montgomery city & county coc,01051030902,1
al-504,al,montgomery city & county coc,01051031000,1
al-504,al,montgomery city & county coc,01051031100,1
al-504,al,montgomery city & county coc,01051031200,1
al-504,al,montgomery city & county coc,01051031300,1
al-507,al,alabama balance of state coc,01053969800,1
al-507,al,alabama balance of state coc,01053969900,1
al-507,al,alabama balance of state coc,01053970100,1
al-507,al,alabama balance of state coc,01053970200,1
al-507,al,alabama balance of state coc,01053970300,1
al-507,al,alabama balance of state coc,01053970400,1
al-507,al,alabama balance of state coc,01053970500,1
al-507,al,alabama balance of state coc,01053970600,1
al-507,al,alabama balance of state coc,01053970700,1
al-507,al,alabama balance of state coc,01055011100,1
al-507,al,alabama balance of state coc,01057020000,1
al-507,al,alabama balance of state coc,01057020100,1
al-507,al,alabama balance of state coc,01057020200,1
al-507,al,alabama balance of state coc,01057020300,1
al-507,al,alabama balance of state coc,01057020400,1
al-502,al,florence/northwest alabama coc,01059972900,1
al-502,al,florence/northwest alabama coc,01059973000,1
al-502,al,florence/northwest alabama coc,01059973100,1
al-502,al,florence/northwest alabama coc,01059973200,1
al-502,al,florence/northwest alabama coc,01059973300,1
al-502,al,florence/northwest alabama coc,01059973400,1
al-502,al,florence/northwest alabama coc,01059973500,1
al-502,al,florence/northwest alabama coc,01059973600,1
al-502,al,florence/northwest alabama coc,01059973700,1
al-507,al,alabama balance of state coc,01061050100,1
al-507,al,alabama balance of state coc,01061050200,1
al-507,al,alabama balance of state coc,01061050300,1
al-507,al,alabama balance of state coc,01061050400,1
al-507,al,alabama balance of state coc,01061050500,1
al-507,al,alabama balance of state coc,01061050600,1
al-507,al,alabama balance of state coc,01063060000,1
al-507,al,alabama balance of state coc,01063060100,1
al-507,al,alabama balance of state coc,01063060200,1
al-507,al,alabama balance of state coc,01065040000,1
al-507,al,alabama balance of state coc,01065040100,1
al-507,al,alabama balance of state coc,01065040200,1
al-507,al,alabama balance of state coc,01065040300,1
al-507,al,alabama balance of state coc,01065040400,1
al-507,al,alabama balance of state coc,01065040500,1
al-507,al,alabama balance of state coc,01067030100,1
al-507,al,alabama balance of state coc,01067030200,1
al-507,al,alabama balance of state coc,01067030300,1
al-507,al,alabama balance of state coc,01067030400,1
al-507,al,alabama balance of state coc,01067030500,1
al-507,al,alabama balance of state coc,01067030600,1
al-507,al,alabama balance of state coc,01069040100,1
al-507,al,alabama balance of state coc,01069040201,1
al-507,al,alabama balance of state coc,01069040202,1
al-507,al,alabama balance of state coc,01069040301,1
al-507,al,alabama balance of state coc,01069040302,1
al-507,al,alabama balance of state coc,01069040400,1
al-507,al,alabama balance of state coc,01069040500,1
al-507,al,alabama balance of state coc,01069040600,1
al-507,al,alabama balance of state coc,01069040700,1
al-507,al,alabama balance of state coc,01069040800,1
al-507,al,alabama balance of state coc,01069040900,1
al-507,al,alabama balance of state coc,01069041000,1
al-507,al,alabama balance of state coc,01069041100,1
al-507,al,alabama balance of state coc,01069041200,1
al-507,al,alabama balance of state coc,01069041400,1
al-507,al,alabama balance of state coc,01069041500,1
al-507,al,alabama balance of state coc,01069041600,1
al-507,al,alabama balance of state coc,01069041700,1
al-507,al,alabama balance of state coc,01069041800,1
al-507,al,alabama balance of state coc,01069041900,1
al-507,al,alabama balance of state coc,01069042000,1
al-507,al,alabama balance of state coc,01069042100,1
al-507,al,alabama balance of state coc,01071950100,1
al-507,al,alabama balance of state coc,01071950200,1
al-507,al,alabama balance of state coc,01071950300,1
al-507,al,alabama balance of state coc,01071950400,1
al-507,al,alabama balance of state coc,01071950500,1
al-507,al,alabama balance of state coc,01071950600,1
al-507,al,alabama balance of state coc,01071950700,1
al-507,al,alabama balance of state coc,01071950800,1
al-507,al,alabama balance of state coc,01071950900,1
al-507,al,alabama balance of state coc,01071951000,1
al-507,al,alabama balance of state coc,01071951100,1
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000300,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000700,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073000800,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001600,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073001902,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002000,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002303,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002305,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002306,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002700,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073002900,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003001,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003300,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003600,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003700,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003802,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003803,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073003900,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004000,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004701,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004702,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004800,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004901,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073004902,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005000,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005101,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005103,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005104,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005302,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005600,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005701,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005702,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005800,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005903,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005905,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005907,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005908,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005909,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073005910,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010001,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010301,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010302,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010401,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010402,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010602,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010603,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010701,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010702,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010703,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010704,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010705,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010706,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010801,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010802,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010803,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010804,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010805,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073010900,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011001,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011104,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011107,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011108,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011109,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011110,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011111,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011205,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011206,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011207,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011208,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011209,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011210,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011301,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011302,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011600,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011703,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011704,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011705,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011706,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011802,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011803,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011804,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011901,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073011904,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012001,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012103,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012104,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012302,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012304,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012305,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012401,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012402,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012403,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012500,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012602,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012701,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012703,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012704,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012802,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012803,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012905,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012906,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012907,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012908,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012910,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012911,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012912,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012913,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012914,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073012915,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013100,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013200,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013300,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013400,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013601,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013801,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013901,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073013902,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014001,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014002,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014102,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014104,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014105,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014203,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014204,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014301,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014302,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014404,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014405,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014406,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014408,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014409,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014410,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014412,2
al-500,al,"birmingham/jefferson, st. clair, shelby counties coc",01073014413,2
al-507,al,alabama balance of state coc,01075030000,1
al-507,al,alabama balance of state coc,01075030100,1
al-507,al,alabama balance of state coc,01075030200,1
al-502,al,florence/northwest alabama coc,01077010100,1
al-502,al,florence/northwest alabama coc,01077010200,1
al-502,al,florence/northwest alabama coc,01077010300,1
al-502,al,florence/northwest alabama coc,01077010400,1
al-502,al,florence/northwest alabama coc,01077010600,1
al-502,al,florence/northwest alabama coc,01077010700,1
al-502,al,florence/northwest alabama coc,01077010800,1
al-502,al,florence/northwest alabama coc,01077010900,1
al-502,al,florence/northwest alabama coc,01077011000,1
al-502,al,florence/northwest alabama coc,01077011101,1
al-502,al,florence/northwest alabama coc,01077011102,1
al-502,al,florence/northwest alabama coc,01077011200,1
al-502,al,florence/northwest alabama coc,01077011300,1
al-502,al,florence/northwest alabama coc,01077011400,1
al-502,al,florence/northwest alabama coc,01077011501,1
